id,i,j,mode,distance,time_a,time_b,time_c,time_d,alpha,C_consequence,e_window,l_window,capacity,unit_cost,deploy_cost,min_units,population_density,e_window_fmt,l_window_fmt
340,15,14,2,878.33,9.88,10.98,10.98,14.27,0.00158,43.16,0.0,128.2,600.0,166.08,700.0,1,2.06,Day 1 00:00,Day 6 08:12
341,14,16,2,1139.28,12.82,14.24,14.24,18.51,0.00209,81.99,0.0,128.2,600.0,208.16,700.0,1,1.65,Day 1 00:00,Day 6 08:12
342,16,14,2,1139.28,12.82,14.24,14.24,18.51,0.00209,81.99,0.0,128.2,600.0,208.16,700.0,1,1.65,Day 1 00:00,Day 6 08:12
343,14,17,2,1337.86,15.05,16.72,16.72,21.74,0.00193,91.73,0.0,128.2,600.0,240.18,700.0,1,1.53,Day 1 00:00,Day 6 08:12
344,17,14,2,1337.86,15.05,16.72,16.72,21.74,0.00193,91.73,0.0,128.2,600.0,240.18,700.0,1,1.53,Day 1 00:00,Day 6 08:12
345,14,18,2,1170.15,13.16,14.63,14.63,19.01,0.00099,35.81,0.0,128.2,600.0,213.14,700.0,1,2.83,Day 1 00:00,Day 6 08:12
346,18,14,2,1170.15,13.16,14.63,14.63,19.01,0.00099,35.81,0.0,128.2,600.0,213.14,700.0,1,2.83,Day 1 00:00,Day 6 08:12
347,14,19,2,807.92,9.09,10.1,10.1,13.13,0.00061,73.29,0.0,128.2,600.0,154.73,700.0,1,2.83,Day 1 00:00,Day 6 08:12
348,19,14,2,807.92,9.09,10.1,10.1,13.13,0.00061,73.29,0.0,128.2,600.0,154.73,700.0,1,2.83,Day 1 00:00,Day 6 08:12
349,14,20,2,1245.91,14.02,15.57,15.57,20.25,0.00297,95.46,0.0,128.2,600.0,225.35,700.0,1,1.64,Day 1 00:00,Day 6 08:12
350,20,14,2,1245.91,14.02,15.57,15.57,20.25,0.00297,95.46,0.0,128.2,600.0,225.35,700.0,1,1.64,Day 1 00:00,Day 6 08:12
351,15,16,2,657.3,7.39,8.22,8.22,10.68,0.00066,49.05,0.0,128.2,600.0,130.44,700.0,1,2.08,Day 1 00:00,Day 6 08:12
352,16,15,2,657.3,7.39,8.22,8.22,10.68,0.00066,49.05,0.0,128.2,600.0,130.44,700.0,1,2.08,Day 1 00:00,Day 6 08:12
353,15,17,2,1401.98,15.77,17.52,17.52,22.78,0.0005,87.22,0.0,128.2,600.0,250.52,700.0,1,2.41,Day 1 00:00,Day 6 08:12
354,17,15,2,1401.98,15.77,17.52,17.52,22.78,0.0005,87.22,0.0,128.2,600.0,250.52,700.0,1,2.41,Day 1 00:00,Day 6 08:12
355,15,18,2,1160.08,13.05,14.5,14.5,18.85,0.00082,33.73,0.0,128.2,600.0,211.51,700.0,1,2.34,Day 1 00:00,Day 6 08:12
356,18,15,2,1160.08,13.05,14.5,14.5,18.85,0.00082,33.73,0.0,128.2,600.0,211.51,700.0,1,2.34,Day 1 00:00,Day 6 08:12
357,15,19,2,1105.55,12.44,13.82,13.82,17.97,0.00142,54.19,0.0,128.2,600.0,202.72,700.0,1,0.58,Day 1 00:00,Day 6 08:12
358,19,15,2,1105.55,12.44,13.82,13.82,17.97,0.00142,54.19,0.0,128.2,600.0,202.72,700.0,1,0.58,Day 1 00:00,Day 6 08:12
359,15,20,2,1492.78,16.79,18.66,18.66,24.26,0.00259,98.19,0.0,128.2,600.0,265.16,700.0,1,2.55,Day 1 00:00,Day 6 08:12
360,20,15,2,1492.78,16.79,18.66,18.66,24.26,0.00259,98.19,0.0,128.2,600.0,265.16,700.0,1,2.55,Day 1 00:00,Day 6 08:12
361,16,17,2,904.74,10.18,11.31,11.31,14.7,0.00261,43.89,0.0,128.2,600.0,170.34,700.0,1,2.18,Day 1 00:00,Day 6 08:12
362,17,16,2,904.74,10.18,11.31,11.31,14.7,0.00261,43.89,0.0,128.2,600.0,170.34,700.0,1,2.18,Day 1 00:00,Day 6 08:12
363,16,18,2,660.94,7.44,8.26,8.26,10.74,0.00148,91.02,0.0,128.2,600.0,131.03,700.0,1,1.56,Day 1 00:00,Day 6 08:12
364,18,16,2,660.94,7.44,8.26,8.26,10.74,0.00148,91.02,0.0,128.2,600.0,131.03,700.0,1,1.56,Day 1 00:00,Day 6 08:12
365,16,19,2,1383.09,15.56,17.29,17.29,22.48,0.002,50.56,0.0,128.2,600.0,247.47,700.0,1,1.15,Day 1 00:00,Day 6 08:12
366,19,16,2,1383.09,15.56,17.29,17.29,22.48,0.002,50.56,0.0,128.2,600.0,247.47,700.0,1,1.15,Day 1 00:00,Day 6 08:12
367,16,20,2,403.71,4.54,5.05,5.05,6.56,0.00193,88.7,0.0,128.2,600.0,89.55,700.0,1,1.06,Day 1 00:00,Day 6 08:12
368,20,16,2,403.71,4.54,5.05,5.05,6.56,0.00193,88.7,0.0,128.2,600.0,89.55,700.0,1,1.06,Day 1 00:00,Day 6 08:12
369,17,18,2,927.17,10.43,11.59,11.59,15.07,0.00296,57.54,0.0,128.2,600.0,173.96,700.0,1,2.85,Day 1 00:00,Day 6 08:12
370,18,17,2,927.17,10.43,11.59,11.59,15.07,0.00296,57.54,0.0,128.2,600.0,173.96,700.0,1,2.85,Day 1 00:00,Day 6 08:12
371,17,19,2,1309.25,14.73,16.37,16.37,21.28,0.00174,74.48,0.0,128.2,600.0,235.57,700.0,1,0.66,Day 1 00:00,Day 6 08:12
372,19,17,2,1309.25,14.73,16.37,16.37,21.28,0.00174,74.48,0.0,128.2,600.0,235.57,700.0,1,0.66,Day 1 00:00,Day 6 08:12
373,17,20,2,968.08,10.89,12.1,12.1,15.73,0.0024,46.13,0.0,128.2,600.0,180.55,700.0,1,0.63,Day 1 00:00,Day 6 08:12
374,20,17,2,968.08,10.89,12.1,12.1,15.73,0.0024,46.13,0.0,128.2,600.0,180.55,700.0,1,0.63,Day 1 00:00,Day 6 08:12
375,18,19,2,432.34,4.86,5.4,5.4,7.03,0.0009,46.64,0.0,128.2,600.0,94.17,700.0,1,2.51,Day 1 00:00,Day 6 08:12
376,19,18,2,432.34,4.86,5.4,5.4,7.03,0.0009,46.64,0.0,128.2,600.0,94.17,700.0,1,2.51,Day 1 00:00,Day 6 08:12
377,18,20,2,905.03,10.18,11.31,11.31,14.71,0.00184,51.92,0.0,128.2,600.0,170.39,700.0,1,1.25,Day 1 00:00,Day 6 08:12
378,20,18,2,905.03,10.18,11.31,11.31,14.71,0.00184,51.92,0.0,128.2,600.0,170.39,700.0,1,1.25,Day 1 00:00,Day 6 08:12
379,19,20,2,1008.83,11.35,12.61,12.61,16.39,0.00236,42.65,0.0,128.2,600.0,187.12,700.0,1,1.59,Day 1 00:00,Day 6 08:12
380,20,19,2,1008.83,11.35,12.61,12.61,16.39,0.00236,42.65,0.0,128.2,600.0,187.12,700.0,1,1.59,Day 1 00:00,Day 6 08:12
381,21,9,1,211.02,2.81,3.52,5.28,,0.029,90.41,0.0,128.2,20.0,105.51,0.0,1,2.57,Day 1 00:00,Day 6 08:12
382,9,21,1,211.02,2.81,3.52,5.28,,0.029,90.41,0.0,128.2,20.0,105.51,0.0,1,2.57,Day 1 00:00,Day 6 08:12
383,21,7,1,192.33,2.56,3.21,4.81,,0.0085,141.74,0.0,128.2,20.0,96.16,0.0,1,4.9,Day 1 00:00,Day 6 08:12
384,7,21,1,192.33,2.56,3.21,4.81,,0.0085,141.74,0.0,128.2,20.0,96.16,0.0,1,4.9,Day 1 00:00,Day 6 08:12
385,22,9,1,118.36,1.58,1.97,2.96,,0.017,67.65,0.0,128.2,20.0,59.18,0.0,1,3.07,Day 1 00:00,Day 6 08:12
386,9,22,1,118.36,1.58,1.97,2.96,,0.017,67.65,0.0,128.2,20.0,59.18,0.0,1,3.07,Day 1 00:00,Day 6 08:12
387,22,7,1,292.89,3.91,4.88,7.32,,0.0186,82.03,0.0,128.2,20.0,146.45,0.0,1,2.24,Day 1 00:00,Day 6 08:12
388,7,22,1,292.89,3.91,4.88,7.32,,0.0186,82.03,0.0,128.2,20.0,146.45,0.0,1,2.24,Day 1 00:00,Day 6 08:12
389,23,1,1,206.6,2.75,3.44,5.17,,0.0264,118.02,0.0,128.2,20.0,103.3,0.0,1,2.96,Day 1 00:00,Day 6 08:12
390,1,23,1,206.6,2.75,3.44,5.17,,0.0264,118.02,0.0,128.2,20.0,103.3,0.0,1,2.96,Day 1 00:00,Day 6 08:12
391,23,8,1,252.34,3.36,4.21,6.31,,0.0076,192.69,0.0,128.2,20.0,126.17,0.0,1,2.86,Day 1 00:00,Day 6 08:12
392,8,23,1,252.34,3.36,4.21,6.31,,0.0076,192.69,0.0,128.2,20.0,126.17,0.0,1,2.86,Day 1 00:00,Day 6 08:12
393,24,8,1,132.91,1.77,2.22,3.32,,0.0245,88.47,0.0,128.2,20.0,66.46,0.0,1,1.59,Day 1 00:00,Day 6 08:12
394,8,24,1,132.91,1.77,2.22,3.32,,0.0245,88.47,0.0,128.2,20.0,66.46,0.0,1,1.59,Day 1 00:00,Day 6 08:12
395,24,1,1,114.53,1.53,1.91,2.86,,0.0218,65.1,0.0,128.2,20.0,57.27,0.0,1,2.81,Day 1 00:00,Day 6 08:12
396,1,24,1,114.53,1.53,1.91,2.86,,0.0218,65.1,0.0,128.2,20.0,57.27,0.0,1,2.81,Day 1 00:00,Day 6 08:12
397,25,1,1,108.89,1.45,1.81,2.72,,0.0186,70.74,0.0,128.2,20.0,54.44,0.0,1,4.1,Day 1 00:00,Day 6 08:12
398,1,25,1,108.89,1.45,1.81,2.72,,0.0186,70.74,0.0,128.2,20.0,54.44,0.0,1,4.1,Day 1 00:00,Day 6 08:12
399,25,8,1,280.98,3.75,4.68,7.02,,0.013,103.17,0.0,128.2,20.0,140.49,0.0,1,3.39,Day 1 00:00,Day 6 08:12
400,8,25,1,280.98,3.75,4.68,7.02,,0.013,103.17,0.0,128.2,20.0,140.49,0.0,1,3.39,Day 1 00:00,Day 6 08:12
401,26,9,1,234.7,3.13,3.91,5.87,,0.0065,151.22,0.0,128.2,20.0,117.35,0.0,1,4.26,Day 1 00:00,Day 6 08:12
402,9,26,1,234.7,3.13,3.91,5.87,,0.0065,151.22,0.0,128.2,20.0,117.35,0.0,1,4.26,Day 1 00:00,Day 6 08:12
403,26,5,1,248.13,3.31,4.14,6.2,,0.016,173.42,0.0,128.2,20.0,124.07,0.0,1,3.19,Day 1 00:00,Day 6 08:12
404,5,26,1,248.13,3.31,4.14,6.2,,0.016,173.42,0.0,128.2,20.0,124.07,0.0,1,3.19,Day 1 00:00,Day 6 08:12
405,27,1,1,96.68,1.29,1.61,2.42,,0.0121,138.91,0.0,128.2,20.0,48.34,0.0,1,3.21,Day 1 00:00,Day 6 08:12
406,1,27,1,96.68,1.29,1.61,2.42,,0.0121,138.91,0.0,128.2,20.0,48.34,0.0,1,3.21,Day 1 00:00,Day 6 08:12
407,27,9,1,250.54,3.34,4.18,6.26,,0.0229,81.96,0.0,128.2,20.0,125.27,0.0,1,2.59,Day 1 00:00,Day 6 08:12
408,9,27,1,250.54,3.34,4.18,6.26,,0.0229,81.96,0.0,128.2,20.0,125.27,0.0,1,2.59,Day 1 00:00,Day 6 08:12
409,28,7,1,244.52,3.26,4.08,6.11,,0.0165,83.75,0.0,128.2,20.0,122.26,0.0,1,4.75,Day 1 00:00,Day 6 08:12
410,7,28,1,244.52,3.26,4.08,6.11,,0.0165,83.75,0.0,128.2,20.0,122.26,0.0,1,4.75,Day 1 00:00,Day 6 08:12
411,28,4,1,162.27,2.16,2.7,4.06,,0.0127,126.69,0.0,128.2,20.0,81.13,0.0,1,2.2,Day 1 00:00,Day 6 08:12
412,4,28,1,162.27,2.16,2.7,4.06,,0.0127,126.69,0.0,128.2,20.0,81.13,0.0,1,2.2,Day 1 00:00,Day 6 08:12
413,29,1,1,117.6,1.57,1.96,2.94,,0.0215,169.28,0.0,128.2,20.0,58.8,0.0,1,2.64,Day 1 00:00,Day 6 08:12
414,1,29,1,117.6,1.57,1.96,2.94,,0.0215,169.28,0.0,128.2,20.0,58.8,0.0,1,2.64,Day 1 00:00,Day 6 08:12
415,29,8,1,90.24,1.2,1.5,2.26,,0.0169,110.24,0.0,128.2,20.0,45.12,0.0,1,2.74,Day 1 00:00,Day 6 08:12
416,8,29,1,90.24,1.2,1.5,2.26,,0.0169,110.24,0.0,128.2,20.0,45.12,0.0,1,2.74,Day 1 00:00,Day 6 08:12
417,30,1,1,109.97,1.47,1.83,2.75,,0.0242,80.33,0.0,128.2,20.0,54.98,0.0,1,1.15,Day 1 00:00,Day 6 08:12
418,1,30,1,109.97,1.47,1.83,2.75,,0.0242,80.33,0.0,128.2,20.0,54.98,0.0,1,1.15,Day 1 00:00,Day 6 08:12
419,30,8,1,225.03,3.0,3.75,5.63,,0.0236,85.81,0.0,128.2,20.0,112.51,0.0,1,1.69,Day 1 00:00,Day 6 08:12
420,8,30,1,225.03,3.0,3.75,5.63,,0.0236,85.81,0.0,128.2,20.0,112.51,0.0,1,1.69,Day 1 00:00,Day 6 08:12
421,31,1,1,195.13,2.6,3.25,4.88,,0.028,88.1,0.0,128.2,20.0,97.57,0.0,1,3.16,Day 1 00:00,Day 6 08:12
422,1,31,1,195.13,2.6,3.25,4.88,,0.028,88.1,0.0,128.2,20.0,97.57,0.0,1,3.16,Day 1 00:00,Day 6 08:12
423,31,8,1,116.09,1.55,1.93,2.9,,0.0235,120.06,0.0,128.2,20.0,58.05,0.0,1,2.52,Day 1 00:00,Day 6 08:12
424,8,31,1,116.09,1.55,1.93,2.9,,0.0235,120.06,0.0,128.2,20.0,58.05,0.0,1,2.52,Day 1 00:00,Day 6 08:12
425,32,7,1,214.04,2.85,3.57,5.35,,0.0183,80.17,0.0,128.2,20.0,107.02,0.0,1,2.66,Day 1 00:00,Day 6 08:12
426,7,32,1,214.04,2.85,3.57,5.35,,0.0183,80.17,0.0,128.2,20.0,107.02,0.0,1,2.66,Day 1 00:00,Day 6 08:12
427,32,9,1,289.12,3.85,4.82,7.23,,0.025,126.82,0.0,128.2,20.0,144.56,0.0,1,3.64,Day 1 00:00,Day 6 08:12
428,9,32,1,289.12,3.85,4.82,7.23,,0.025,126.82,0.0,128.2,20.0,144.56,0.0,1,3.64,Day 1 00:00,Day 6 08:12
429,33,7,1,85.59,1.14,1.43,2.14,,0.0153,184.22,0.0,128.2,20.0,42.8,0.0,1,1.75,Day 1 00:00,Day 6 08:12
430,7,33,1,85.59,1.14,1.43,2.14,,0.0153,184.22,0.0,128.2,20.0,42.8,0.0,1,1.75,Day 1 00:00,Day 6 08:12
431,33,4,1,295.48,3.94,4.92,7.39,,0.0262,152.92,0.0,128.2,20.0,147.74,0.0,1,2.49,Day 1 00:00,Day 6 08:12
432,4,33,1,295.48,3.94,4.92,7.39,,0.0262,152.92,0.0,128.2,20.0,147.74,0.0,1,2.49,Day 1 00:00,Day 6 08:12
433,34,8,1,73.02,0.97,1.22,1.83,,0.0124,161.15,0.0,128.2,20.0,36.51,0.0,1,2.69,Day 1 00:00,Day 6 08:12
434,8,34,1,73.02,0.97,1.22,1.83,,0.0124,161.15,0.0,128.2,20.0,36.51,0.0,1,2.69,Day 1 00:00,Day 6 08:12
435,34,1,1,250.72,3.34,4.18,6.27,,0.0104,173.56,0.0,128.2,20.0,125.36,0.0,1,4.44,Day 1 00:00,Day 6 08:12
436,1,34,1,250.72,3.34,4.18,6.27,,0.0104,173.56,0.0,128.2,20.0,125.36,0.0,1,4.44,Day 1 00:00,Day 6 08:12
437,35,9,1,230.55,3.07,3.84,5.76,,0.0101,83.43,0.0,128.2,20.0,115.27,0.0,1,1.26,Day 1 00:00,Day 6 08:12
438,9,35,1,230.55,3.07,3.84,5.76,,0.0101,83.43,0.0,128.2,20.0,115.27,0.0,1,1.26,Day 1 00:00,Day 6 08:12
439,35,5,1,62.83,0.84,1.05,1.57,,0.0235,123.73,0.0,128.2,20.0,31.41,0.0,1,4.05,Day 1 00:00,Day 6 08:12
440,5,35,1,62.83,0.84,1.05,1.57,,0.0235,123.73,0.0,128.2,20.0,31.41,0.0,1,4.05,Day 1 00:00,Day 6 08:12
441,36,13,1,120.69,1.61,2.01,3.02,,0.0136,184.21,0.0,128.2,20.0,60.34,0.0,1,4.99,Day 1 00:00,Day 6 08:12
442,13,36,1,120.69,1.61,2.01,3.02,,0.0136,184.21,0.0,128.2,20.0,60.34,0.0,1,4.99,Day 1 00:00,Day 6 08:12
443,36,19,1,75.44,1.01,1.26,1.89,,0.0245,133.42,0.0,128.2,20.0,37.72,0.0,1,1.02,Day 1 00:00,Day 6 08:12
444,19,36,1,75.44,1.01,1.26,1.89,,0.0245,133.42,0.0,128.2,20.0,37.72,0.0,1,1.02,Day 1 00:00,Day 6 08:12
445,37,13,1,204.14,2.72,3.4,5.1,,0.012,102.58,0.0,128.2,20.0,102.07,0.0,1,4.88,Day 1 00:00,Day 6 08:12
446,13,37,1,204.14,2.72,3.4,5.1,,0.012,102.58,0.0,128.2,20.0,102.07,0.0,1,4.88,Day 1 00:00,Day 6 08:12
447,37,19,1,235.67,3.14,3.93,5.89,,0.0064,152.15,0.0,128.2,20.0,117.83,0.0,1,1.05,Day 1 00:00,Day 6 08:12
448,19,37,1,235.67,3.14,3.93,5.89,,0.0064,152.15,0.0,128.2,20.0,117.83,0.0,1,1.05,Day 1 00:00,Day 6 08:12
449,38,13,1,271.55,3.62,4.53,6.79,,0.0199,144.62,0.0,128.2,20.0,135.77,0.0,1,1.07,Day 1 00:00,Day 6 08:12
450,13,38,1,271.55,3.62,4.53,6.79,,0.0199,144.62,0.0,128.2,20.0,135.77,0.0,1,1.07,Day 1 00:00,Day 6 08:12
451,38,19,1,70.95,0.95,1.18,1.77,,0.0182,107.26,0.0,128.2,20.0,35.47,0.0,1,4.27,Day 1 00:00,Day 6 08:12
452,19,38,1,70.95,0.95,1.18,1.77,,0.0182,107.26,0.0,128.2,20.0,35.47,0.0,1,4.27,Day 1 00:00,Day 6 08:12
453,39,13,1,120.99,1.61,2.02,3.02,,0.015,68.0,0.0,128.2,20.0,60.5,0.0,1,3.01,Day 1 00:00,Day 6 08:12
454,13,39,1,120.99,1.61,2.02,3.02,,0.015,68.0,0.0,128.2,20.0,60.5,0.0,1,3.01,Day 1 00:00,Day 6 08:12
455,39,19,1,288.76,3.85,4.81,7.22,,0.0116,168.62,0.0,128.2,20.0,144.38,0.0,1,1.66,Day 1 00:00,Day 6 08:12
456,19,39,1,288.76,3.85,4.81,7.22,,0.0116,168.62,0.0,128.2,20.0,144.38,0.0,1,1.66,Day 1 00:00,Day 6 08:12
457,40,13,1,271.48,3.62,4.52,6.79,,0.0178,68.87,0.0,128.2,20.0,135.74,0.0,1,4.13,Day 1 00:00,Day 6 08:12
458,13,40,1,271.48,3.62,4.52,6.79,,0.0178,68.87,0.0,128.2,20.0,135.74,0.0,1,4.13,Day 1 00:00,Day 6 08:12
459,40,19,1,271.9,3.63,4.53,6.8,,0.0086,67.61,0.0,128.2,20.0,135.95,0.0,1,2.01,Day 1 00:00,Day 6 08:12
460,19,40,1,271.9,3.63,4.53,6.8,,0.0086,67.61,0.0,128.2,20.0,135.95,0.0,1,2.01,Day 1 00:00,Day 6 08:12
461,41,13,1,178.74,2.38,2.98,4.47,,0.0288,179.09,0.0,128.2,20.0,89.37,0.0,1,2.3,Day 1 00:00,Day 6 08:12
462,13,41,1,178.74,2.38,2.98,4.47,,0.0288,179.09,0.0,128.2,20.0,89.37,0.0,1,2.3,Day 1 00:00,Day 6 08:12
463,41,19,1,59.31,0.79,0.99,1.48,,0.0199,136.21,0.0,128.2,20.0,29.66,0.0,1,1.97,Day 1 00:00,Day 6 08:12
464,19,41,1,59.31,0.79,0.99,1.48,,0.0199,136.21,0.0,128.2,20.0,29.66,0.0,1,1.97,Day 1 00:00,Day 6 08:12
465,42,11,1,200.89,2.68,3.35,5.02,,0.0295,71.66,0.0,128.2,20.0,100.45,0.0,1,2.26,Day 1 00:00,Day 6 08:12
466,11,42,1,200.89,2.68,3.35,5.02,,0.0295,71.66,0.0,128.2,20.0,100.45,0.0,1,2.26,Day 1 00:00,Day 6 08:12
467,42,14,1,261.98,3.49,4.37,6.55,,0.009,69.32,0.0,128.2,20.0,130.99,0.0,1,1.69,Day 1 00:00,Day 6 08:12
468,14,42,1,261.98,3.49,4.37,6.55,,0.009,69.32,0.0,128.2,20.0,130.99,0.0,1,1.69,Day 1 00:00,Day 6 08:12
469,43,13,1,242.42,3.23,4.04,6.06,,0.0082,63.67,0.0,128.2,20.0,121.21,0.0,1,3.51,Day 1 00:00,Day 6 08:12
470,13,43,1,242.42,3.23,4.04,6.06,,0.0082,63.67,0.0,128.2,20.0,121.21,0.0,1,3.51,Day 1 00:00,Day 6 08:12
471,43,19,1,241.71,3.22,4.03,6.04,,0.0239,114.97,0.0,128.2,20.0,120.85,0.0,1,4.67,Day 1 00:00,Day 6 08:12
472,19,43,1,241.71,3.22,4.03,6.04,,0.0239,114.97,0.0,128.2,20.0,120.85,0.0,1,4.67,Day 1 00:00,Day 6 08:12
473,44,11,1,87.72,1.17,1.46,2.19,,0.016,105.39,0.0,128.2,20.0,43.86,0.0,1,3.18,Day 1 00:00,Day 6 08:12
474,11,44,1,87.72,1.17,1.46,2.19,,0.016,105.39,0.0,128.2,20.0,43.86,0.0,1,3.18,Day 1 00:00,Day 6 08:12
475,44,14,1,98.32,1.31,1.64,2.46,,0.0087,197.5,0.0,128.2,20.0,49.16,0.0,1,2.21,Day 1 00:00,Day 6 08:12
476,14,44,1,98.32,1.31,1.64,2.46,,0.0087,197.5,0.0,128.2,20.0,49.16,0.0,1,2.21,Day 1 00:00,Day 6 08:12
477,45,11,1,174.93,2.33,2.92,4.37,,0.0279,95.4,0.0,128.2,20.0,87.46,0.0,1,2.47,Day 1 00:00,Day 6 08:12
478,11,45,1,174.93,2.33,2.92,4.37,,0.0279,95.4,0.0,128.2,20.0,87.46,0.0,1,2.47,Day 1 00:00,Day 6 08:12
479,45,14,1,190.79,2.54,3.18,4.77,,0.0067,53.51,0.0,128.2,20.0,95.39,0.0,1,3.53,Day 1 00:00,Day 6 08:12
480,14,45,1,190.79,2.54,3.18,4.77,,0.0067,53.51,0.0,128.2,20.0,95.39,0.0,1,3.53,Day 1 00:00,Day 6 08:12
481,46,11,1,142.72,1.9,2.38,3.57,,0.007,93.0,0.0,128.2,20.0,71.36,0.0,1,3.77,Day 1 00:00,Day 6 08:12
482,11,46,1,142.72,1.9,2.38,3.57,,0.007,93.0,0.0,128.2,20.0,71.36,0.0,1,3.77,Day 1 00:00,Day 6 08:12
483,46,14,1,239.9,3.2,4.0,6.0,,0.0176,83.11,0.0,128.2,20.0,119.95,0.0,1,4.36,Day 1 00:00,Day 6 08:12
484,14,46,1,239.9,3.2,4.0,6.0,,0.0176,83.11,0.0,128.2,20.0,119.95,0.0,1,4.36,Day 1 00:00,Day 6 08:12
485,47,11,1,101.92,1.36,1.7,2.55,,0.0239,72.98,0.0,128.2,20.0,50.96,0.0,1,4.74,Day 1 00:00,Day 6 08:12
486,11,47,1,101.92,1.36,1.7,2.55,,0.0239,72.98,0.0,128.2,20.0,50.96,0.0,1,4.74,Day 1 00:00,Day 6 08:12
487,47,18,1,243.34,3.24,4.06,6.08,,0.0175,115.13,0.0,128.2,20.0,121.67,0.0,1,3.29,Day 1 00:00,Day 6 08:12
488,18,47,1,243.34,3.24,4.06,6.08,,0.0175,115.13,0.0,128.2,20.0,121.67,0.0,1,3.29,Day 1 00:00,Day 6 08:12
489,48,19,1,215.28,2.87,3.59,5.38,,0.0189,154.37,0.0,128.2,20.0,107.64,0.0,1,1.35,Day 1 00:00,Day 6 08:12
490,19,48,1,215.28,2.87,3.59,5.38,,0.0189,154.37,0.0,128.2,20.0,107.64,0.0,1,1.35,Day 1 00:00,Day 6 08:12
491,48,13,1,154.29,2.06,2.57,3.86,,0.0238,115.75,0.0,128.2,20.0,77.15,0.0,1,4.88,Day 1 00:00,Day 6 08:12
492,13,48,1,154.29,2.06,2.57,3.86,,0.0238,115.75,0.0,128.2,20.0,77.15,0.0,1,4.88,Day 1 00:00,Day 6 08:12
493,49,11,1,183.5,2.45,3.06,4.59,,0.0128,183.81,0.0,128.2,20.0,91.75,0.0,1,2.69,Day 1 00:00,Day 6 08:12
494,11,49,1,183.5,2.45,3.06,4.59,,0.0128,183.81,0.0,128.2,20.0,91.75,0.0,1,2.69,Day 1 00:00,Day 6 08:12
495,49,14,1,186.55,2.49,3.11,4.66,,0.021,178.4,0.0,128.2,20.0,93.27,0.0,1,1.84,Day 1 00:00,Day 6 08:12
496,14,49,1,186.55,2.49,3.11,4.66,,0.021,178.4,0.0,128.2,20.0,93.27,0.0,1,1.84,Day 1 00:00,Day 6 08:12
497,50,11,1,268.45,3.58,4.47,6.71,,0.0193,104.97,0.0,128.2,20.0,134.23,0.0,1,2.34,Day 1 00:00,Day 6 08:12
498,11,50,1,268.45,3.58,4.47,6.71,,0.0193,104.97,0.0,128.2,20.0,134.23,0.0,1,2.34,Day 1 00:00,Day 6 08:12
499,50,14,1,295.45,3.94,4.92,7.39,,0.0287,131.84,0.0,128.2,20.0,147.72,0.0,1,2.39,Day 1 00:00,Day 6 08:12
500,14,50,1,295.45,3.94,4.92,7.39,,0.0287,131.84,0.0,128.2,20.0,147.72,0.0,1,2.39,Day 1 00:00,Day 6 08:12
501,21,22,1,293.47,3.91,4.89,7.34,,0.0054,57.34,0.0,128.2,20.0,146.73,0.0,1,2.95,Day 1 00:00,Day 6 08:12
502,22,21,1,293.47,3.91,4.89,7.34,,0.0054,57.34,0.0,128.2,20.0,146.73,0.0,1,2.95,Day 1 00:00,Day 6 08:12
503,21,26,1,196.75,2.62,3.28,4.92,,0.0052,78.12,0.0,128.2,20.0,98.37,0.0,1,1.34,Day 1 00:00,Day 6 08:12
504,26,21,1,196.75,2.62,3.28,4.92,,0.0052,78.12,0.0,128.2,20.0,98.37,0.0,1,1.34,Day 1 00:00,Day 6 08:12
505,22,26,1,112.45,1.5,1.87,2.81,,0.0096,68.64,0.0,128.2,20.0,56.23,0.0,1,1.52,Day 1 00:00,Day 6 08:12
506,26,22,1,112.45,1.5,1.87,2.81,,0.0096,68.64,0.0,128.2,20.0,56.23,0.0,1,1.52,Day 1 00:00,Day 6 08:12
507,23,30,1,142.85,1.9,2.38,3.57,,0.0082,166.01,0.0,128.2,20.0,71.42,0.0,1,2.61,Day 1 00:00,Day 6 08:12
508,30,23,1,142.85,1.9,2.38,3.57,,0.0082,166.01,0.0,128.2,20.0,71.42,0.0,1,2.61,Day 1 00:00,Day 6 08:12
509,23,25,1,79.21,1.06,1.32,1.98,,0.0213,168.23,0.0,128.2,20.0,39.6,0.0,1,2.44,Day 1 00:00,Day 6 08:12
510,25,23,1,79.21,1.06,1.32,1.98,,0.0213,168.23,0.0,128.2,20.0,39.6,0.0,1,2.44,Day 1 00:00,Day 6 08:12
511,24,34,1,51.53,0.69,0.86,1.29,,0.0213,163.1,0.0,128.2,20.0,25.77,0.0,1,4.56,Day 1 00:00,Day 6 08:12
512,34,24,1,51.53,0.69,0.86,1.29,,0.0213,163.1,0.0,128.2,20.0,25.77,0.0,1,4.56,Day 1 00:00,Day 6 08:12
513,24,25,1,228.29,3.04,3.8,5.71,,0.0199,101.46,0.0,128.2,20.0,114.14,0.0,1,1.98,Day 1 00:00,Day 6 08:12
514,25,24,1,228.29,3.04,3.8,5.71,,0.0199,101.46,0.0,128.2,20.0,114.14,0.0,1,1.98,Day 1 00:00,Day 6 08:12
515,25,29,1,66.22,0.88,1.1,1.66,,0.0255,134.05,0.0,128.2,20.0,33.11,0.0,1,2.15,Day 1 00:00,Day 6 08:12
